Type;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;;Porto Branco;;;Porto Tawny;;;Porto Ruby;;;Porto Rosé;;;Porto Vintage;;;Porto LBV;;;Porto Colheitas;;;Porto com Indicação de Idade;;;Porto Reserva;;;Porto Reserva Tawny;;;Porto Crusted;;
country;continent;region;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l;Litros;€;€/l
Israel;Asia;Western Asia;99;469;4,74;2.709;10.165;3,75;270;962;3,56;---;---;---;27;284;10,5;477;4.061;8,51;---;---;---;522;6.065;11,62;945;6.212;6,57;---;---;---;---;---;---;90;288;3,2;2.736;9.511;3,48;180;633;3,52;---;---;---;248;4.064;16,42;440;3.616;8,23;---;---;---;455;5.495;12,09;1.761;10.022;5,69;---;---;---;---;---;---;---;---;---;4.356;15.590;3,58;108;369;3,42;---;---;---;68;1.419;21,02;257;1.891;7,37;---;---;---;303;3.664;12,09;2.772;15.607;5,63;---;---;---;---;---;---;34;134;3,96;783;3.398;4,34;344;1.242;3,61;---;---;---;68;883;12,93;414;3.441;8,31;---;---;---;704;12.694;18,04;432;2.856;6,61;---;---;---;---;---;---;144;722;5,01;2.034;7.156;3,52;189;676;3,58;---;---;---;176;4.246;24,09;351;3.215;9,16;---;---;---;294;3.003;10,21;2.663;15.775;5,92;---;---;---;---;---;---
Italy;Europe;Southern Europe;66.703;304.895;4,57;221.408;914.476;4,13;382.153;1.603.948;4,2;---;---;---;7.173;259.940;36,24;48.125;377.786;7,85;1.495;36.041;24,11;19.279;324.486;16,83;10.703;71.126;6,65;4.068;37.109;9,12;---;---;---;40.175;160.835;4;206.664;818.190;3,96;378.119;1.585.696;4,19;401;2.260;5,64;4.016;103.310;25,72;30.533;251.814;8,25;1.000;18.128;18,13;13.389;231.081;17,26;12.837;82.467;6,42;2.574;24.759;9,62;---;---;---;44.188;177.138;4,01;144.365;580.669;4,02;375.098;1.590.302;4,24;107;627;5,84;4.649;111.415;23,97;17.763;147.654;8,31;747;12.678;16,97;8.143;149.487;18,36;8.659;59.180;6,83;1.413;10.276;7,27;---;---;---;40.779;168.342;4,13;155.295;617.583;3,98;389.355;1.680.956;4,32;420;2.027;4,83;1.780;39.605;22,25;26.268;219.414;8,35;833;12.467;14,98;11.017;173.031;15,71;9.673;64.153;6,63;608;4.340;7,14;---;---;---;47.394;188.747;3,98;138.068;538.413;3,9;356.246;1.544.814;4,34;4.622;15.555;3,37;1.280;33.187;25,94;18.504;153.882;8,32;1.370;27.094;19,78;10.640;167.551;15,75;9.098;58.807;6,46;864;7.590;8,78;250;2.145;8,59
Jamaica;North America;Caribbean;---;---;---;---;---;---;756;3.259;4,31;---;---;---;---;---;---;---;---;---;---;---;---;882;9.872;11,19;1.512;9.027;5,97;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;270;1.410;5,22;189;775;4,1;---;---;---;---;---;---;---;---;---;---;---;---;432;7.946;18,39;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Japan;Asia;Eastern Asia;28.809;189.231;6,57;5.207;30.242;5,81;207.999;1.344.767;6,47;---;---;---;2.711;57.891;21,36;2.363;20.088;8,5;1.103;39.538;35,86;5.961;160.981;27,01;1.346;9.283;6,9;270;1.668;6,18;---;---;---;28.629;179.446;6,27;4.932;23.913;4,85;188.906;1.192.149;6,31;---;---;---;1.133;36.533;32,24;1.917;17.113;8,93;418;11.364;27,2;8.343;190.958;22,89;1.796;11.872;6,61;90;485;5,39;---;---;---;24.426;169.820;6,95;4.869;23.033;4,73;166.851;1.196.273;7,17;---;---;---;1.348;16.465;12,22;1.206;11.388;9,44;297;18.058;60,8;3.612;100.941;27,95;518;4.168;8,05;90;601;6,68;---;---;---;22.599;181.877;8,05;4.478;26.032;5,81;143.913;1.161.529;8,07;---;---;---;557;15.126;27,18;2.188;20.352;9,3;50;1.782;35,46;3.610;107.101;29,67;692;5.004;7,23;45;281;6,25;---;---;---;23.321;192.752;8,27;8.984;51.369;5,72;170.790;1.463.942;8,57;693;3.065;4,42;885;21.837;24,67;2.013;17.869;8,88;409;24.471;59,87;2.588;81.833;31,63;648;5.672;8,75;68;376;5,56;---;---;---
Jordan;Asia;Western Asia;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;360;4;---;---;---;90;360;4;---;---;---;9;970;107,78;27;230;8,51;---;---;---;86;1.861;21,76;45;300;6,67;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;9;970;107,78;54;460;8,51;---;---;---;36;784;21,77;---;---;---;---;---;---;---;---;---
Laos;Asia;South-Eastern Asia;45;206;4,57;90;494;5,49;90;412;4,57;---;---;---;18;200;11,11;---;---;---;---;---;---;36;623;17,31;---;---;---;---;---;---;---;---;---;---;---;---;90;494;5,49;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;509;5,66;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;510;5,67;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Latvia;Europe;Northern Europe;6.984;25.849;3,7;10.202;38.655;3,79;24.336;89.108;3,66;---;---;---;9;2.352;261,33;153;1.497;9,78;77;3.665;47,91;162;4.418;27,27;41;392;9,67;---;---;---;---;---;---;6.885;26.521;3,85;7.605;31.177;4,1;30.024;113.989;3,8;---;---;---;610;19.510;32;1.393;11.140;8;370;11.424;30,9;1.733;39.930;23,05;1.080;7.611;7,05;338;2.993;8,87;---;---;---;1.251;4.921;3,93;3.983;17.374;4,36;8.987;34.908;3,88;---;---;---;104;4.410;42,31;567;4.178;7,37;333;6.141;18,44;801;12.739;15,9;59;727;12,42;95;994;10,52;---;---;---;10.278;39.321;3,83;12.779;47.477;3,72;42.726;165.106;3,86;---;---;---;320;11.184;35;1.303;9.628;7,39;430;10.156;23,63;1.644;33.944;20,65;230;1.650;7,19;231;1.561;6,76;---;---;---;10.956;41.837;3,82;11.525;45.911;3,98;76.620;289.932;3,78;21;210;10;716;28.480;39,8;1.738;13.564;7,81;583;13.146;22,56;2.789;62.885;22,55;2.183;14.703;6,73;86;642;7,51;5;39;8,67
Lebanon;Asia;Western Asia;---;---;---;---;---;---;81;414;5,11;---;---;---;117;2.217;18,95;117;1.079;9,22;---;---;---;167;4.273;25,66;86;708;8,28;---;---;---;---;---;---;45;189;4,2;126;546;4,33;126;586;4,65;---;---;---;230;7.082;30,86;144;1.208;8,39;---;---;---;225;6.207;27,59;45;301;6,68;---;---;---;---;---;---;135;567;4,2;300;1.295;4,32;---;---;---;---;---;---;72;3.337;46,35;---;---;---;54;1.480;27,41;162;3.306;20,41;50;249;5,03;---;---;---;50;540;10,91;---;---;---;---;---;---;---;---;---;---;---;---;27;2.518;93,26;---;---;---;---;---;---;36;417;11,58;45;258;5,73;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;97;3.856;39,86;36;283;7,86;---;---;---;68;7.709;114,21;90;535;5,95;---;---;---;---;---;---
Liechtenstein;Europe;Western Europe;240;2.338;9,74;---;---;---;41;324;8;---;---;---;266;5.310;20;---;---;---;---;---;---;117;1.872;16;117;1.170;10;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;117;2.496;21,33;---;---;---;---;---;---;117;2.028;17,33;147;1.968;13,39;---;---;---;---;---;---;9;78;8,67;---;---;---;---;---;---;---;---;---;---;---;---;99;1.280;12,93;---;---;---;189;3.162;16,73;441;3.516;7,97;---;---;---;---;---;---;261;2.262;8,67;---;---;---;473;1.607;3,4;---;---;---;297;6.030;20,3;122;1.598;13,16;---;---;---;324;5.616;17,33;342;2.460;7,19;---;---;---;---;---;---;671;4.819;7,19;---;---;---;---;---;---;122;1.215;10;180;3.600;20;266;3.515;13,24;---;---;---;612;12.985;21,22;819;6.846;8,36;---;---;---;---;---;---
Lithuania;Europe;Northern Europe;1.319;5.061;3,84;2.840;11.077;3,9;6.543;23.079;3,53;---;---;---;9;433;48,1;149;1.085;7,27;83;2.407;29,18;135;1.950;14,45;45;330;7,33;68;504;7,47;---;---;---;2.318;9.953;4,29;3.411;14.135;4,14;9.698;36.612;3,78;---;---;---;63;1.600;25,4;185;1.521;8,25;18;349;19,39;108;1.510;13,98;77;505;6,6;180;1.416;7,87;---;---;---;360;1.705;4,74;1.103;5.118;4,64;1.125;5.726;5,09;---;---;---;---;---;---;261;2.048;7,85;---;---;---;1.017;10.949;10,77;9;60;6,67;90;682;7,58;---;---;---;405;1.924;4,75;4.316;16.513;3,83;1.755;8.456;4,82;---;---;---;18;516;28,67;366;3.273;8,94;24;676;28,17;275;4.595;16,74;567;3.672;6,48;180;1.364;7,58;---;---;---;75;503;6,71;18.293;59.219;3,24;6.971;25.238;3,62;---;---;---;81;1.971;24,33;518;4.490;8,68;23;660;29,33;1.562;16.279;10,43;635;4.389;6,92;90;682;7,58;---;---;---
Airport Shops Portugal;Europe;Southern Europe;720;5.760;8;135;548;4,06;---;---;---;---;---;---;---;---;---;2.160;17.712;8,2;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;450;1.284;2,85;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;90;720;8;---;---;---;---;---;---;---;---;---;23;0;---;900;2.388;2,65;---;---;---;23;0;---;23;0;---;---;---;---;---;---;---;---;---;---;---;---;---;23;0;---;---;---;---;---;---;---;135;664;4,92;68;332;4,92;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;81;700;8,64;---;---;---;630;1.927;3,06;7.032;20.422;2,9;144;713;4,95;---;---;---;---;---;---;9;90;10;---;---;---;272;3.460;12,74;---;---;---;285;855;3;---;---;---
Luxembourg;Europe;Western Europe;29.814;125.105;4,2;113.996;461.828;4,05;21.394;94.386;4,41;---;---;---;740;20.359;27,53;1.070;10.099;9,44;368;9.423;25,59;12.546;163.794;13,06;1.481;9.161;6,19;7.976;50.610;6,35;---;---;---;30.495;139.346;4,57;102.668;403.506;3,93;27.253;131.847;4,84;5;27;6;537;11.598;21,6;1.268;10.793;8,51;315;5.226;16,59;12.791;169.612;13,26;3.667;28.835;7,86;8.757;57.622;6,58;---;---;---;33.952;134.490;3,96;101.267;386.348;3,82;22.220;99.434;4,47;141;810;5,74;1.313;26.411;20,11;1.184;10.106;8,54;693;7.619;10,99;12.538;164.809;13,15;2.516;21.803;8,67;8.754;56.671;6,47;---;---;---;39.265;143.697;3,66;140.786;525.162;3,73;33.616;144.459;4,3;617;3.109;5,04;675;14.531;21,53;842;6.998;8,32;576;8.687;15,08;15.585;215.374;13,82;2.468;19.535;7,92;10.558;69.904;6,62;---;---;---;33.024;123.325;3,73;121.246;439.240;3,62;28.543;111.584;3,91;141;697;4,94;274;7.351;26,85;1.184;10.933;9,24;207;3.706;17,9;11.761;163.148;13,87;1.391;6.686;4,81;9.805;67.457;6,88;---;---;---
Mexico;North America;Central America;6.455;29.264;4,53;84.875;328.413;3,87;5.253;23.372;4,45;---;---;---;833;12.445;14,95;685;6.127;8,95;861;25.995;30,19;11.943;248.785;20,83;2.956;34.456;11,66;901;4.894;5,43;---;---;---;2.673;10.736;4,02;124.443;437.556;3,52;3.488;14.419;4,13;---;---;---;92;9.686;105,86;857;7.345;8,58;45;750;16,67;10.173;225.212;22,14;3.039;22.953;7,55;450;2.348;5,22;---;---;---;3.758;16.777;4,47;64.400;237.228;3,68;3.960;17.448;4,41;---;---;---;50;1.578;31,88;1.268;11.675;9,21;306;7.989;26,11;10.104;210.937;20,88;3.519;24.630;7;468;2.504;5,35;---;---;---;4.077;17.921;4,4;92.136;399.923;4,34;4.224;18.947;4,49;540;2.857;5,29;1.053;15.052;14,29;941;8.728;9,28;999;14.258;14,27;9.497;214.701;22,61;3.803;26.723;7,03;1.395;8.351;5,99;---;---;---;2.592;11.594;4,47;86.171;334.134;3,88;5.508;24.523;4,45;738;3.930;5,32;338;8.907;26,39;959;7.879;8,22;---;---;---;11.850;244.291;20,62;3.435;23.649;6,88;1.035;6.540;6,32;---;---;---
Macao;Asia;Eastern Asia;7.915;37.870;4,78;8.216;34.443;4,19;4.606;20.913;4,54;---;---;---;4.154;109.236;26,3;7.742;50.006;6,46;1.049;39.968;38,12;3.597;82.502;22,94;1.164;9.801;8,42;2.702;18.671;6,91;---;---;---;2.499;15.751;6,3;10.284;46.448;4,52;2.882;12.406;4,3;---;---;---;2.172;58.776;27,06;2.055;21.190;10,31;9;3.000;333,33;1.609;27.165;16,88;932;7.423;7,97;1.868;10.913;5,84;---;---;---;3.624;21.537;5,94;10.847;51.547;4,75;4.945;23.038;4,66;---;---;---;2.091;53.636;25,65;2.385;15.617;6,55;788;23.235;29,5;2.968;51.222;17,26;45;486;10,8;2.727;18.478;6,78;---;---;---;5.983;37.362;6,24;8.860;48.252;5,45;11.174;46.494;4,16;380;2.411;6,35;2.121;64.129;30,24;5.912;41.808;7,07;215;26.591;123,97;2.555;46.245;18,1;1.014;6.111;6,03;2.790;19.901;7,13;---;---;---;3.385;15.907;4,7;5.965;24.478;4,1;5.583;24.093;4,32;210;2.017;9,6;2.068;63.469;30,69;2.143;14.078;6,57;464;13.508;29,14;3.314;66.727;20,14;688;4.681;6,8;3.038;19.792;6,51;45;390;8,67
Macedonia;Europe;Southern Europe;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;180;884;4,91;180;884;4,91;468;2.298;4,91;---;---;---;---;---;---;90;804;8,93;---;---;---;90;1.226;13,62;---;---;---;---;---;---;---;---;---;23;105;4,68;14;58;4,29;14;58;4,29;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Madagascar;Africa;Eastern Africa;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;450;2.536;5,64;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Malaysia;Asia;South-Eastern Asia;---;---;---;4.508;23.509;5,22;4.538;23.918;5,27;---;---;---;104;2.848;27,52;1.080;9.425;8,73;---;---;---;756;17.518;23,17;---;---;---;---;---;---;---;---;---;122;668;5,5;1.654;8.813;5,33;2.415;12.863;5,33;---;---;---;27;544;20,15;594;5.457;9,19;---;---;---;630;24.384;38,7;90;706;7,84;---;---;---;---;---;---;180;841;4,67;2.385;13.292;5,57;2.538;14.685;5,79;---;---;---;---;---;---;500;4.563;9,13;---;---;---;585;12.782;21,85;---;---;---;---;---;---;---;---;---;---;---;---;4.509;25.727;5,71;3.312;18.603;5,62;---;---;---;92;1.620;17,7;842;7.889;9,37;---;---;---;513;9.755;19,01;113;833;7,4;---;---;---;---;---;---;126;772;6,13;3.629;19.999;5,51;3.647;18.873;5,18;---;---;---;5;14;3,18;972;8.842;9,1;---;---;---;1.053;27.985;26,58;140;1.012;7,26;---;---;---;---;---;---
Malta;Europe;Southern Europe;486;2.445;5,03;2.913;14.297;4,91;13.148;61.515;4,68;---;---;---;360;11.591;32,2;554;5.980;10,8;45;1.479;32,88;473;7.775;16,46;198;1.518;7,67;216;1.849;8,56;---;---;---;410;1.960;4,79;2.457;12.290;5;12.362;61.089;4,94;900;6.000;6,67;459;12.496;27,22;321;3.532;11;63;864;13,72;671;12.006;17,91;123;848;6,9;18;127;7,06;---;---;---;36;180;5,01;1.098;5.420;4,94;9.446;43.601;4,62;---;---;---;198;5.850;29,55;314;3.284;10,48;36;549;15,24;527;8.856;16,82;167;1.473;8,85;360;3.084;8,57;---;---;---;239;1.114;4,67;1.953;9.735;4,98;10.350;49.199;4,75;927;6.140;6,62;180;4.398;24,43;405;3.653;9,02;5;70;15,56;404;21.860;54,07;186;1.521;8,18;45;305;6,77;---;---;---;297;1.444;4,86;2.556;12.177;4,76;12.936;59.294;4,58;23;117;5,22;131;3.344;25,62;638;5.542;8,69;32;477;15,14;479;8.639;18,05;95;1.244;13,16;135;959;7,1;---;---;---
Morocco;Europe;Northern Africa;1.602;6.688;4,17;756;3.442;4,55;5.922;25.047;4,23;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;765;2.847;3,72;3.492;13.047;3,74;6.750;31.515;4,67;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1.350;5.225;3,87;1.800;7.120;3,96;3.600;13.910;3,86;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;1.026;4.169;4,06;2.925;11.570;3,96;2.700;10.730;3,97;---;---;---;45;2.014;44,75;27;230;8,51;---;---;---;27;789;29,21;---;---;---;---;---;---;---;---;---;1.647;6.585;4;1.719;6.800;3,96;4.050;16.200;4;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Martinique;North America;Caribbean;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;9;438;48,71;3;92;30,83;---;---;---;3;86;28,67;3;40;13,49;---;---;---;---;---;---
Mozambique;Africa;Eastern Africa;399;2.093;5,25;2.708;13.032;4,81;1.065;5.118;4,81;---;---;---;9;567;63;27;250;9,24;---;---;---;187;2.648;14,18;---;---;---;225;1.904;8,46;---;---;---;191;845;4,44;5.645;26.740;4,74;753;3.785;5,03;---;---;---;68;1.656;24,53;59;551;9,42;---;---;---;363;7.095;19,55;23;150;6,67;383;3.349;8,76;---;---;---;1.386;6.607;4,77;16.974;78.823;4,64;3.150;14.574;4,63;---;---;---;9;180;20;40;411;10,35;---;---;---;1.391;8.132;5,85;77;443;5,8;1.332;11.028;8,28;---;---;---;180;898;4,99;6.327;29.170;4,61;4.442;21.340;4,8;23;130;5,78;---;---;---;---;---;---;---;---;---;77;1.403;18,34;---;---;---;846;7.086;8,38;---;---;---;373;1.523;4,09;18.490;82.382;4,46;3.887;18.300;4,71;180;963;5,35;77;1.862;24,35;91;672;7,4;47;3.435;72,7;400;9.503;23,77;137;751;5,5;1.957;16.143;8,25;---;---;---
Namibia;Africa;Southern Africa;180;700;3,89;180;680;3,78;270;1.012;3,75;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;180;708;3,93;---;---;---;---;---;---;---;---;---;242;720;2,97;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;167;499;3;113;567;5,04;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
Norway;Europe;Northern Europe;7.889;49.430;6,27;18.321;133.536;7,29;28.553;106.334;3,72;---;---;---;5.171;203.111;39,28;37.084;265.316;7,15;2.853;69.830;24,48;11.930;169.878;14,24;3.027;21.248;7,02;42.459;271.025;6,38;171;1.847;10,8;7.505;39.305;5,24;23.562;166.181;7,05;16.750;65.012;3,88;---;---;---;4.910;107.165;21,82;33.808;236.643;7;1.419;33.526;23,63;9.760;141.723;14,52;843;5.808;6,89;37.382;244.893;6,55;234;2.585;11,05;7.968;40.684;5,11;26.925;179.572;6,67;18.291;73.407;4,01;---;---;---;7.948;167.030;21,02;43.679;299.844;6,86;2.407;71.010;29,5;9.149;159.185;17,4;7.113;39.116;5,5;49.375;324.263;6,57;189;1.530;8,1;3.884;24.747;6,37;25.616;171.039;6,68;14.132;58.394;4,13;---;---;---;3.899;84.178;21,59;42.268;282.425;6,68;1.832;32.949;17,98;4.375;82.177;18,78;7.065;36.663;5,19;32.387;209.572;6,47;---;---;---;2.565;17.636;6,88;22.158;149.201;6,73;14.760;61.302;4,15;---;---;---;2.407;69.673;28,95;49.538;335.644;6,78;2.981;64.241;21,55;5.019;111.262;22,17;5.257;28.036;5,33;40.811;259.676;6,36;306;2.614;8,54
New Caledonia;Oceania;Melanesia;14;60;4,44;14;60;4,44;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;9;40;4,44;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;9;62;6,89;9;62;6,89;---;---;---;5;172;38,22;9;68;7,56;9;139;15,44;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
New Zealand;Oceania;Australia and New Zealand;519;3.725;7,18;51.451;237.372;4,61;25.891;117.381;4,53;---;---;---;803;18.192;22,67;11.993;85.715;7,15;152;2.696;17,79;21.768;334.200;15,35;37.011;187.991;5,08;207;1.665;8,05;18;194;10,78;835;4.212;5,04;14.813;77.185;5,21;8.549;41.809;4,89;---;---;---;572;11.171;19,55;7.481;53.316;7,13;311;4.460;14,33;9.962;128.413;12,89;19.405;96.445;4,97;1.647;15.344;9,32;36;408;11,33;328;1.860;5,68;18.044;93.852;5,2;11.340;57.485;5,07;---;---;---;662;20.009;30,25;3.391;29.373;8,66;---;---;---;8.388;147.164;17,54;21.947;115.684;5,27;90;804;8,94;---;---;---;1.472;7.403;5,03;39.222;191.417;4,88;19.868;94.652;4,76;---;---;---;752;15.801;21,03;8.445;63.785;7,55;135;2.311;17,12;15.686;236.909;15,1;35.630;191.425;5,37;743;5.773;7,78;18;215;11,94;468;2.187;4,67;24.764;117.441;4,74;12.965;64.062;4,94;90;264;2,93;785;16.809;21,43;6.012;40.693;6,77;253;3.368;13,32;6.511;103.923;15,96;30.456;166.201;5,46;968;6.238;6,45;45;537;11,93
Panama;North America;Central America;180;945;5,25;35.099;122.884;3,5;3.195;13.994;4,38;---;---;---;---;---;---;---;---;---;---;---;---;945;23.064;24,41;450;2.517;5,59;---;---;---;---;---;---;6.397;21.049;3,29;10.940;38.031;3,48;2.475;9.811;3,96;---;---;---;---;---;---;---;---;---;---;---;---;368;3.374;9,17;270;1.379;5,11;90;510;5,67;---;---;---;369;1.543;4,18;1.041;4.661;4,48;2.898;12.835;4,43;---;---;---;9;264;29,33;9;90;10;---;---;---;1.377;14.532;10,55;1.575;8.789;5,58;225;1.143;5,08;---;---;---;360;1.709;4,75;14.884;23.062;1,55;1.719;8.391;4,88;---;---;---;5;99;22;9;120;13,33;---;---;---;1.139;16.420;14,42;450;2.832;6,29;225;1.337;5,94;---;---;---;495;2.156;4,36;693;3.023;4,36;4.050;17.591;4,34;---;---;---;---;---;---;---;---;---;---;---;---;590;8.746;14,84;---;---;---;225;1.200;5,33;---;---;---
